CD14,CD15,CD19,CD4,CD8,IL,PLA,RE,TR,V1
8,-1,-1,-1,-1,13,-1,-1,-1,FADS1
8,-1,12,8,12,12,-1,8,8,FAF1
3,-1,3,3,3,3,-1,13,3,FAF1
14,12,14,14,14,14,-1,14,14,FAF2
3,-1,-1,9,9,8,12,13,13,FAH
3,-1,3,3,3,12,-1,8,12,FAHD1
3,-1,3,3,3,12,-1,3,7,FAHD2A
3,-1,3,8,8,8,-1,8,8,FAHD2B
9,-1,9,9,13,-1,-1,9,9,FAIM
13,-1,3,3,3,9,-1,13,13,FAIM
6,8,2,11,11,6,-1,6,6,FCMR
6,6,-1,-1,9,13,-1,-1,15,UBALD1
8,14,8,8,12,8,14,8,8,UBALD2
13,8,-1,9,9,9,-1,-1,-1,FAM101B
13,-1,14,11,15,15,-1,14,14,FAM102A
12,3,8,3,8,8,-1,12,12,FAM102B
12,12,12,8,12,12,-1,12,12,FAM103A1
8,8,8,3,3,3,9,8,7,FAM103A1
14,14,14,11,15,6,11,12,12,FAM104A
12,8,9,8,8,8,9,12,12,FAM105A
8,8,8,8,8,8,9,3,7,OTULIN
14,14,11,11,11,15,12,12,14,FAM107B
8,8,8,8,14,8,14,3,7,ABHD17A
6,9,9,3,3,13,-1,-1,15,ABHD17A
9,-1,-1,3,3,-1,-1,-1,-1,ABHD17A
9,9,9,9,9,9,-1,9,9,ABHD17B
8,8,12,8,12,8,-1,8,8,ABHD17B
9,9,9,9,9,9,-1,-1,9,ABHD17B
13,9,9,3,8,11,-1,11,2,ABHD17C
13,9,9,9,9,12,9,3,7,FAM109A
3,-1,8,8,12,3,-1,3,3,ST13P4
14,3,11,11,15,14,14,14,12,ST13P4
8,9,8,8,8,8,-1,3,8,ST13
9,-1,-1,-1,-1,-1,-1,-1,-1,FAM110B
14,14,14,14,14,14,14,12,12,FAM111A
12,12,8,8,8,3,-1,3,13,FAM111A
13,-1,9,3,13,9,-1,9,15,PCED1A
13,3,11,11,11,6,11,6,3,PCED1B
13,9,9,9,13,9,9,9,15,FAM114A2
11,11,2,11,2,2,11,11,2,TCAF1
12,12,12,14,14,8,9,8,7,DENND6A
14,-1,3,3,8,8,11,8,7,DENND6B
14,12,11,11,15,14,-1,12,14,FAM117B
12,3,12,8,12,8,-1,3,8,FAM117B
9,-1,9,9,9,9,-1,9,9,FAM118A
13,9,9,9,13,3,9,3,7,FAM118B
15,11,11,11,11,15,11,14,14,METTL21A
3,-1,3,3,13,13,-1,9,9,METTL21A
3,9,8,3,3,9,-1,9,13,METTL21A
8,3,8,3,13,9,-1,13,13,METTL21A
8,-1,3,8,8,3,9,3,3,METTL21B
11,11,11,11,15,7,12,11,11,FAM120A
12,14,12,14,14,14,9,14,14,FAM120AOS
14,14,14,14,14,14,14,14,14,FAM120B
3,8,3,8,8,3,-1,3,3,FAM122A
13,9,9,3,6,-1,-1,-1,15,FAM122A
9,-1,-1,-1,-1,-1,-1,-1,-1,FAM124B
12,8,8,8,8,12,-1,12,12,MVB12A
3,-1,-1,3,8,3,-1,8,8,MVB12B
9,9,9,9,-1,-1,-1,-1,-1,FAM126A
3,14,8,8,8,8,9,8,8,FAM126B
9,-1,3,3,13,9,-1,13,13,MZT2A
14,11,6,14,14,6,14,6,13,FAM129A
14,-1,9,8,8,11,9,11,11,FAM129B
8,12,3,3,3,8,9,8,8,FAM131A
8,3,12,8,8,12,-1,12,8,FAM133B
3,-1,9,3,3,9,-1,9,9,FAM133B
13,3,3,3,13,8,9,13,13,FAM134A
8,12,8,8,8,8,9,8,12,FAM134A
9,9,9,8,3,8,-1,12,12,FAM134B
9,-1,9,8,3,9,-1,9,9,FAM134B
6,6,3,14,12,14,-1,14,14,FAM134B
3,3,8,8,8,3,9,3,7,FAM134C
13,-1,9,9,9,8,-1,8,8,FAM135A
13,-1,-1,9,9,8,-1,8,8,FAM135A
8,9,12,8,12,12,-1,12,12,FAM136A
3,9,-1,3,9,14,-1,12,12,FAM13A
3,9,-1,3,9,14,-1,8,8,FAM13A
12,14,14,14,14,12,14,8,8,FAM13B
8,8,8,8,8,8,14,3,8,FAM149B1
9,-1,-1,-1,-1,-1,-1,-1,-1,FAM151B
13,9,3,3,13,8,-1,8,7,EMC9
12,12,3,8,8,12,-1,12,12,FAM160A2
8,14,8,8,12,14,9,8,8,FAM160B1
9,8,-1,9,-1,9,-1,-1,-1,FAM160B1
9,-1,9,9,9,9,-1,9,9,FAM160B2
13,9,3,3,13,3,9,3,3,FAM160B2
15,-1,8,8,12,12,-1,14,14,FAM162A
3,-1,3,3,9,9,-1,9,9,ZC2HC1A
13,-1,3,9,-1,13,-1,13,9,ZC2HC1A
8,3,12,8,12,12,9,12,8,FAM168B
12,9,12,8,12,12,9,12,12,FAM173A
3,9,3,3,13,3,-1,3,3,FAM173B
3,14,3,3,3,8,-1,8,8,FAM174A
15,11,11,14,15,14,12,12,12,FAM175A
12,8,14,14,14,12,-1,12,12,FAM175B
3,8,9,9,9,9,9,9,9,EVA1B
2,11,2,11,2,2,2,11,2,FAM177A1
9,9,9,9,9,3,-1,3,7,FAM177A1
3,8,8,8,8,8,9,8,7,SLF2
13,-1,3,3,6,3,-1,3,13,FAM179B
3,8,8,8,8,12,9,12,12,FAM188A
12,8,12,8,12,12,12,8,8,FAM189B
9,-1,9,9,9,9,-1,9,9,FAM189B
3,3,3,14,14,8,-1,13,3,CCSER2
3,12,3,3,3,3,-1,3,3,FAM193A
8,12,9,9,9,9,9,9,9,FAM193B
9,-1,-1,9,9,3,-1,13,3,MCRIP2
3,9,3,3,3,13,-1,9,9,MCRIP1
9,9,9,9,9,9,-1,9,9,FAM19A4
12,3,12,14,12,12,11,12,12,FAM20B
8,-1,-1,-1,-1,8,-1,13,9,FAM20C
9,9,9,9,9,9,-1,9,9,FAM21A
15,12,6,3,6,3,-1,3,6,FAM21C
9,-1,-1,-1,-1,-1,-1,-1,-1,NUTM2A
9,-1,3,3,13,9,9,9,13,FAM24B
14,8,14,3,6,6,9,13,13,FAM26F
9,-1,-1,-1,-1,-1,-1,-1,-1,FAM27E5
9,9,14,9,13,9,14,13,9,KIAA0125
14,14,14,14,14,15,11,14,14,FAM32A
8,9,8,8,8,12,9,8,8,FAM35A
8,3,12,14,12,8,-1,8,8,COX20
12,-1,8,8,12,12,-1,12,7,PIEZO1
9,9,9,9,9,9,9,13,13,PIEZO2
3,8,3,3,13,3,14,3,3,WASH3P
14,11,14,14,14,7,11,14,14,WASH1
9,-1,12,9,13,14,-1,8,13,FAM3C
13,-1,12,9,3,14,-1,8,13,FAM3C
3,8,3,3,3,3,-1,3,3,STRIP1
15,12,14,8,12,14,14,12,8,STRIP2
6,9,6,9,9,13,-1,6,6,FAM43A
8,-1,12,8,12,12,-1,8,8,BOD1
14,14,14,8,8,11,-1,11,11,FAM46A
13,8,11,14,15,14,2,14,14,FAM46C
8,12,8,8,12,3,-1,3,3,SUPT20H
8,12,3,9,9,9,9,9,9,FAM49A
11,14,12,14,14,8,9,3,7,FAM49B
11,11,12,14,14,8,9,3,7,FAM49B
13,-1,3,3,3,9,-1,9,9,FAM50B
9,-1,9,9,9,-1,-1,-1,-1,FAM53A
9,3,3,9,13,9,-1,9,9,FAM53B
8,12,14,8,12,12,9,8,8,FAM53B
12,11,14,14,12,12,14,8,8,FAM53C
9,9,9,9,9,9,9,9,9,MTFR2
3,9,3,3,13,3,12,13,3,MTFR1L
9,-1,9,9,9,-1,-1,-1,-1,NXPE3
9,-1,-1,-1,-1,-1,-1,-1,-1,BRINP2
12,3,14,14,15,12,-1,12,14,FAM60A
3,9,8,8,8,3,-1,3,3,FAM60A
9,9,-1,9,9,-1,9,-1,9,ANXA9
9,9,9,9,9,9,-1,9,9,FAM63B
14,14,14,8,8,6,9,6,3,FAM65A
11,11,11,11,11,6,12,13,9,FAM65B
13,-1,12,8,12,12,-1,12,8,FAM69A
9,9,9,9,9,9,9,9,9,TMEM255B
13,9,9,9,9,9,9,9,9,TMEM255B
9,9,9,9,9,9,9,9,9,FAM72B
15,14,14,14,14,14,14,12,8,FAM73A
9,-1,-1,-1,9,-1,-1,-1,-1,FAM76A
3,8,8,3,3,9,-1,9,9,FAM76B
3,9,9,3,3,3,-1,13,13,FAM78A
8,-1,8,14,14,7,9,12,14,RMDN3
13,3,3,3,13,3,12,3,3,FAM83F
13,-1,9,9,13,13,-1,9,15,EEF2KMT
9,-1,9,9,9,-1,-1,9,9,EEF2KMT
13,-1,3,3,3,3,-1,3,3,EEF2KMT
13,-1,9,3,3,13,-1,9,15,FAM89A
15,-1,3,3,8,9,9,13,9,FAM89A
15,-1,3,8,8,13,-1,9,15,FAM89A
14,14,12,14,14,12,11,12,12,FAM89B
8,14,3,3,8,8,14,12,8,FAM8A1
3,8,9,9,9,3,-1,13,3,FAM91A1
11,14,11,11,15,7,9,14,11,FAM96A
14,12,14,14,12,14,-1,12,14,FAM96A
14,12,14,14,14,15,12,14,14,FAM96B
8,9,12,8,12,14,-1,12,12,FAM98A
13,3,3,3,13,8,-1,8,7,FAM98C
9,-1,9,9,9,8,9,3,7,FANCA
9,3,8,3,3,13,-1,13,13,FANCD2
3,9,12,8,8,3,-1,3,3,FANCE
9,-1,3,3,3,3,-1,3,3,FANCG
9,-1,3,9,9,3,-1,13,3,FANCL
12,14,8,8,8,8,9,12,12,FAR1
3,8,-1,9,-1,3,-1,3,8,FAR2
12,14,-1,3,13,12,-1,12,14,FAR2
9,3,9,9,9,3,9,3,3,FARP2
8,-1,8,8,12,3,12,3,3,FARS2
3,-1,3,3,3,3,-1,3,3,FARSA
13,12,-1,3,13,9,-1,13,9,FAS
8,14,9,8,8,3,-1,8,3,FAS
8,-1,8,14,14,14,-1,14,14,FASN
12,3,12,8,12,14,-1,12,12,FASTK
3,9,3,3,3,3,-1,3,7,FASTK
13,-1,9,3,13,3,-1,3,7,FASTKD1
13,-1,9,3,13,3,-1,13,3,FASTKD2
13,-1,9,9,13,9,-1,9,13,FASTKD3
3,-1,3,3,3,3,-1,3,3,FASTKD3
8,12,8,8,12,8,14,8,8,FASTKD5
2,11,2,11,2,11,11,11,2,FAU
14,-1,11,11,11,14,9,14,14,FBL
12,3,-1,-1,-1,9,-1,13,13,FBN2
14,3,3,3,3,11,-1,12,12,FBP1
8,14,8,8,12,8,14,8,8,FBRS
9,8,9,9,13,9,14,9,9,FBRS
9,9,9,9,9,-1,9,9,-1,KDM2B
14,-1,11,14,15,14,-1,12,12,KDM2B
8,14,12,8,12,8,9,8,8,KDM2A
3,3,3,3,3,3,-1,3,7,FBXL12
9,-1,9,9,9,9,-1,9,9,FBXL14
8,9,3,8,8,8,-1,8,8,FBXL15
9,-1,9,8,8,9,-1,-1,-1,FBXL16
9,-1,9,9,13,9,-1,9,9,FBXL17
13,3,3,3,3,8,-1,8,8,FBXL18
9,9,9,-1,9,9,-1,9,9,FBXL19
13,8,-1,-1,-1,9,-1,-1,-1,FBXL2
3,12,3,3,13,8,9,3,8,FBXL20
8,12,8,8,8,8,-1,8,8,FBXL3
9,-1,-1,9,-1,-1,-1,-1,-1,FBXL3
12,12,3,3,3,9,9,9,9,FBXL5
11,11,14,14,15,12,14,12,12,FBXL5
9,-1,9,9,9,3,-1,13,3,FBXL6
14,11,14,14,14,14,14,14,14,FBXO11
9,3,-1,9,9,13,-1,9,15,FBXO11
12,14,12,8,12,12,9,12,12,FBXO11
9,9,-1,9,-1,-1,9,-1,-1,FBXO16
12,12,12,8,12,14,14,12,12,FBXO18
9,9,3,3,13,3,9,3,7,FBXO2
3,-1,3,3,3,3,-1,3,3,FBXO21
12,9,14,14,14,14,-1,12,12,FBXO21
9,-1,9,9,13,13,-1,-1,-1,FBXO22
13,-1,9,3,13,3,-1,13,3,FBXO22
8,8,8,8,8,8,-1,8,8,FBXO28
12,8,8,8,8,8,-1,8,8,FBXO28
13,3,3,3,3,8,-1,8,8,FBXO3
3,8,3,3,3,3,-1,3,7,FBXO30
15,3,9,9,6,9,-1,9,9,FBXO30
3,-1,12,14,14,14,-1,12,12,FBXO31
13,-1,3,8,12,12,-1,12,12,FBXO32
12,14,12,8,12,8,-1,8,8,FBXO33
12,8,12,14,12,12,-1,14,14,FBXO34
15,12,3,3,6,3,-1,13,13,FBXO38
8,14,8,8,8,8,-1,8,8,FBXO38
9,-1,9,-1,-1,-1,-1,-1,-1,FBXO4
3,-1,8,8,8,3,-1,13,13,FBXO4
13,-1,3,3,3,9,-1,9,9,FBXO4
13,3,3,9,13,9,-1,13,13,FBXO42
9,-1,-1,9,9,9,-1,9,9,FBXO45
8,8,12,8,12,8,9,8,8,FBXO46
9,9,9,3,13,13,-1,9,9,FBXO46
13,-1,8,8,8,8,-1,3,3,FBXO5
12,8,3,3,8,3,-1,13,13,FBXO6
13,9,3,3,13,9,9,13,13,FBXO7
9,-1,9,9,9,9,9,-1,-1,FBXO7
12,8,14,14,14,14,11,12,12,FBXO7
8,12,12,8,12,12,9,12,12,FBXO8
3,3,3,3,3,3,14,3,3,FBXW11
12,12,14,14,12,12,14,12,12,FBXW11
3,8,3,3,3,9,-1,13,13,FBXW2
9,9,9,3,13,9,-1,9,13,FBXW2
13,9,8,8,8,8,9,8,7,FBXW4
8,8,3,8,8,12,14,12,8,FBXW5
8,12,12,8,12,8,9,8,7,FBXW7
9,9,9,9,9,9,9,9,9,FBXW7
8,12,8,8,12,3,-1,3,3,FBXW7
13,-1,9,9,9,9,9,13,13,FBXW9
9,3,-1,-1,-1,-1,-1,-1,-1,FCAR
9,8,-1,-1,-1,-1,-1,-1,-1,FCAR
7,-1,6,14,6,9,9,13,13,FCER1A
2,11,6,8,8,6,11,13,13,FCER1G
6,-1,14,-1,6,13,-1,-1,-1,FCER2
9,-1,9,9,9,-1,-1,-1,-1,FCF1
9,3,3,3,3,3,-1,13,13,FCF1
6,-1,6,8,14,2,-1,11,2,FCGBP
3,6,-1,-1,-1,-1,-1,-1,-1,FCGR1B
8,8,-1,-1,-1,-1,9,-1,-1,FCGR1CP
13,3,12,9,9,9,-1,9,9,FCGR2B
8,12,14,3,13,3,9,13,13,FCGR2B
13,3,8,-1,-1,-1,-1,-1,-1,FCGR2B
9,9,-1,9,9,9,12,9,9,FCGR3A
15,14,9,9,6,-1,-1,-1,-1,FCGR3A
15,11,9,9,9,-1,12,-1,-1,FCGR3B
3,11,3,3,3,3,12,3,3,FCGR3B
11,11,12,14,12,11,14,11,2,FCGRT
13,8,9,9,9,-1,-1,-1,-1,FCHO1
3,12,-1,-1,-1,8,-1,8,8,FCHO2
8,8,12,3,3,3,-1,13,9,FCHSD2
2,11,11,14,14,9,11,9,9,FCN1
9,9,14,9,9,6,9,13,13,FCRL2
9,-1,11,8,14,6,9,6,13,FCRL3
6,-1,2,9,6,6,-1,6,6,FCRLA
13,3,8,3,8,9,-1,9,9,FCRLB
12,12,14,14,14,14,9,14,14,FDFT1
11,14,11,11,11,11,14,11,11,FDFT1
8,8,12,8,8,12,9,12,12,FDPS
9,9,-1,-1,-1,9,-1,9,9,FDPSP2
13,-1,3,3,13,3,-1,13,7,FDX1
13,9,3,3,3,3,-1,3,3,FDX1L
15,9,9,9,9,9,9,9,9,FDXACB1
3,-1,3,3,3,3,14,3,7,FECH
14,12,14,14,14,12,14,12,12,FEM1A
13,9,-1,9,9,13,-1,-1,15,FEM1B
12,14,12,8,12,12,-1,12,12,FEM1C
13,3,3,3,13,3,-1,13,13,FEN1
3,9,12,8,12,12,-1,12,8,FEN1
9,-1,-1,-1,9,9,-1,9,9,FER
12,-1,-1,9,-1,3,-1,14,12,MYOF
15,-1,-1,-1,-1,13,-1,12,6,MYOF
9,9,-1,9,-1,-1,-1,-1,-1,FER1L5
11,14,14,14,15,6,2,6,6,FERMT3
12,12,3,3,3,13,11,9,15,FERMT3
14,14,3,9,9,9,9,13,13,FES
9,9,9,9,13,9,9,13,13,FEZ1
14,12,8,8,8,14,12,14,14,FEZ2
6,14,-1,-1,-1,-1,-1,-1,-1,FFAR2
15,-1,9,-1,-1,-1,9,-1,-1,FGD2
11,11,11,11,11,6,12,6,3,FGD3
9,3,-1,-1,-1,-1,-1,-1,-1,FGD4
9,-1,-1,-1,-1,13,-1,9,15,FGD6
13,3,9,9,13,3,14,13,3,FGF18
9,9,9,9,9,9,14,13,13,FGF23
9,-1,-1,-1,-1,-1,9,-1,-1,FGFBP3
8,12,12,14,12,8,9,3,7,FGFR1OP2
9,-1,9,9,9,9,-1,9,9,FGFR3
13,-1,9,9,9,3,-1,13,3,FGFRL1
13,3,3,9,13,8,-1,8,8,FGGY
2,11,12,8,8,14,14,12,12,FGL2
2,11,14,8,14,9,14,13,9,FGR
9,9,9,-1,9,9,-1,-1,9,FGR
2,11,11,8,15,13,12,9,15,FGR
14,-1,14,14,14,7,-1,14,11,FH
9,-1,9,14,6,9,-1,13,13,FHIT
9,-1,6,9,3,11,11,11,11,FHL2
8,12,-1,9,13,-1,-1,-1,-1,FHL3
8,12,3,3,3,3,14,3,13,FHOD1
9,9,9,9,9,9,9,13,13,FIBCD1
14,8,14,14,15,15,14,14,14,FIBP
13,-1,9,9,13,3,-1,13,13,FIBP
12,12,14,8,8,8,9,8,7,FIG4
9,-1,9,9,13,9,-1,9,9,FIGNL1
9,9,-1,-1,-1,6,-1,6,3,FILIP1L
8,12,12,8,12,8,14,8,8,FIP1L1
12,8,12,14,12,12,9,12,12,FIS1
9,9,9,9,9,9,9,9,9,FITM1
3,3,3,3,3,3,14,3,3,FIZ1
15,11,14,14,14,14,14,12,8,FKBP14
9,-1,-1,9,9,9,-1,9,9,FKBP14
12,12,3,3,3,3,-1,3,3,FKBP15
8,12,3,3,13,13,9,13,3,FKBP1A
14,12,12,14,12,12,12,12,12,FKBP1A
14,14,12,8,8,8,12,12,12,FKBP1A
11,11,14,14,14,15,11,14,11,FKBP1A
9,-1,-1,-1,-1,9,14,3,3,FKBP1B
8,9,8,8,12,12,-1,12,12,FKBP2
9,-1,9,9,9,9,-1,9,9,FKBP2
3,-1,3,3,3,3,-1,3,3,FKBP3
12,9,12,14,14,12,-1,12,12,FKBP3
8,-1,12,8,8,12,-1,12,12,FKBP4
14,14,12,11,15,14,12,12,12,FKBP5
9,6,9,9,9,9,9,9,9,FKBP8
3,8,-1,-1,-1,14,-1,14,14,FKBP9P1
9,3,-1,-1,9,9,-1,9,9,FKBPL
9,9,9,9,9,9,-1,9,9,FKRP
8,9,8,8,8,8,-1,8,8,FLAD1
9,9,-1,-1,-1,9,-1,-1,-1,FLCN
9,9,-1,-1,-1,9,-1,9,9,FLCN
11,14,14,14,15,6,11,13,13,FLI1
12,12,8,8,8,8,14,8,8,FLII
8,8,8,8,12,8,11,8,8,KANSL3
13,12,3,3,6,3,-1,13,13,EBLN2
13,8,-1,-1,-1,-1,-1,9,9,ARHGEF40
8,8,12,8,8,8,-1,8,8,CCDC94
6,6,6,9,9,14,-1,6,6,THNSL2
13,3,3,9,13,8,-1,3,7,FGGY
9,9,-1,9,9,9,-1,9,9,CCDC93
9,9,9,9,9,9,9,9,9,LOC55338
3,-1,-1,-1,-1,8,-1,3,7,CEBPA-AS1
9,-1,-1,9,9,-1,-1,-1,-1,TANGO6
9,9,9,9,9,9,-1,13,13,KRI1
9,6,9,9,9,-1,-1,-1,-1,BIN3-IT1
13,3,-1,3,12,12,-1,12,14,PRR5L
3,8,8,3,3,3,-1,3,7,FLJ20021
13,3,3,3,13,9,-1,13,13,GIN1
9,9,-1,-1,-1,9,-1,13,13,ZDHHC3
3,9,3,3,3,8,-1,8,8,TMEM214
14,14,9,-1,-1,15,-1,14,11,RBM47
3,6,9,9,9,9,-1,9,9,SLC48A1
3,-1,8,8,8,8,-1,13,13,TRMT61B
9,-1,9,-1,-1,9,-1,9,9,VSIG10
8,3,3,3,14,7,14,14,11,TTC38
9,-1,9,-1,-1,12,-1,8,12,ACSF2
9,9,9,9,9,9,-1,9,9,ENGASE
12,-1,6,9,-1,3,-1,6,13,CPED1
9,-1,9,9,9,9,-1,9,9,OGFOD3
2,11,6,3,6,14,12,11,11,PLBD1
9,-1,-1,-1,-1,9,-1,9,9,C11orf86
9,9,9,3,13,3,9,3,3,C22orf46
8,14,14,14,14,14,12,12,8,LINC01205
9,9,-1,-1,-1,-1,-1,-1,-1,FLJ26850
9,-1,9,9,9,-1,-1,-1,-1,FLJ27354
9,9,9,9,9,9,9,9,9,LOC149373
12,14,12,14,12,8,14,8,8,PSMA3-AS1
13,8,9,9,13,9,-1,9,9,PSMA3-AS1
9,-1,9,9,9,-1,9,-1,-1,KNCN
9,3,3,3,3,9,9,-1,-1,FLJ32255
9,-1,3,3,13,9,-1,9,9,LINC01184
11,11,11,11,11,11,11,11,11,LINC00957
9,-1,3,8,3,9,-1,9,9,MORC2-AS1
9,-1,9,9,9,-1,9,9,-1,GOLGA6L2
9,9,-1,-1,-1,-1,-1,9,9,KCNJ2-AS1
9,9,9,9,9,9,9,9,9,UGP2
3,-1,3,3,13,3,-1,13,13,TMEM192
13,9,9,8,3,-1,-1,-1,-1,ZNF815P
13,9,9,9,6,9,-1,9,9,C2orf69
3,12,3,8,3,9,9,9,9,LINC00921
9,-1,-1,9,9,-1,-1,-1,-1,PPM1N
15,9,9,9,9,-1,14,9,9,LOC100288254
9,9,9,9,9,9,9,9,9,WEE2-AS1
9,9,-1,9,9,9,-1,9,9,FLJ41200
6,9,9,9,9,9,-1,3,13,FLJ42627
2,8,2,11,2,7,2,11,11,RPL23AP87
9,-1,-1,-1,-1,-1,-1,-1,-1,LOC388942
13,8,9,9,9,9,-1,13,13,TMPPE
13,8,9,9,9,9,-1,9,9,DICER1-AS1
6,6,6,3,6,6,9,6,9,LINC01567
9,-1,-1,9,-1,-1,-1,-1,-1,LOC401554
13,-1,-1,-1,-1,-1,-1,9,9,FLJ46906
13,9,9,9,9,9,-1,13,9,BAIAP2-AS1
6,-1,8,8,8,7,-1,11,2,FLNB
14,11,8,14,12,14,14,14,14,FLOT1
2,11,2,11,11,7,11,11,11,FLOT2
6,-1,-1,-1,-1,-1,-1,-1,-1,FLT3
13,-1,3,14,14,13,-1,-1,-1,FLT3LG
9,3,9,9,9,8,-1,9,13,FLVCR1
14,3,3,3,3,15,9,8,12,FLVCR2
3,-1,3,3,3,3,-1,3,3,FLYWCH2
13,12,9,9,13,9,-1,-1,-1,FMNL1
6,-1,-1,-1,-1,13,-1,9,15,FMNL2
13,-1,9,9,13,8,-1,3,8,FMO4
3,-1,9,-1,-1,14,9,12,12,FMO5
9,9,9,9,9,9,9,9,9,FMO6P
12,9,14,14,14,14,9,14,14,FN3KRP
11,11,11,11,11,6,14,14,12,FNBP1
8,12,14,14,14,8,-1,8,6,FNBP4
8,8,9,3,6,12,-1,3,7,FNDC3A
8,8,9,3,6,12,-1,3,7,FNDC3A
12,14,9,3,3,8,9,12,12,FNDC3B
12,14,9,3,3,12,-1,12,12,FNDC3B
8,14,8,8,8,8,-1,8,8,FNIP1
13,-1,-1,9,13,3,9,3,7,FNIP2
8,3,8,8,12,3,-1,13,3,FNTA
9,-1,9,9,9,9,-1,-1,-1,FNTA
14,12,14,14,15,14,-1,12,12,FNTA
8,-1,9,-1,-1,9,-1,13,9,FOLR2
11,14,6,-1,-1,-1,14,-1,-1,FOLR3
2,11,11,14,14,14,12,14,6,FOS
7,14,6,3,6,13,-1,6,-1,FOSB
3,12,9,9,13,3,-1,3,3,FOSL2
9,9,9,-1,-1,9,9,9,9,FOXC1
9,-1,-1,9,9,-1,-1,-1,-1,FOXC2
9,-1,-1,9,13,9,-1,14,14,FOXD2
9,-1,9,9,9,-1,-1,-1,-1,FOXE3
9,9,9,9,9,9,9,9,9,FOXI3
12,14,14,14,14,12,12,12,12,FOXJ2
14,14,14,14,15,14,-1,12,14,FOXJ3
3,9,8,8,12,8,-1,8,7,FOXK1
9,9,-1,-1,-1,9,-1,9,9,FOXM1
11,14,14,11,15,14,14,8,8,FOXN2
3,12,14,14,14,8,9,8,8,FOXO1
14,11,14,14,14,7,11,14,11,FOXO3
9,-1,9,9,9,-1,-1,-1,-1,FOXO6
13,3,8,8,8,3,-1,13,13,FOXP1
13,3,8,8,3,3,9,3,3,FOXP1
9,9,3,3,6,9,-1,9,15,FOXP1
3,9,3,3,3,3,-1,3,7,FOXRED1
9,-1,9,9,9,9,-1,13,9,FOXRED2
11,11,6,3,6,-1,14,-1,-1,FPR1
8,11,-1,-1,-1,-1,-1,-1,-1,FPR2
12,11,-1,-1,-1,-1,9,-1,-1,FPR2
15,-1,-1,-1,-1,3,-1,6,13,FPR3
8,12,12,14,12,14,9,12,12,PGAP2
8,8,8,8,8,8,-1,8,8,MTOR
8,14,3,9,13,9,-1,9,9,FRAT1
8,14,3,3,3,13,-1,9,15,FRAT1
11,11,12,8,12,14,14,14,14,FRAT2
9,-1,9,9,9,9,-1,13,13,NCS1
14,12,14,14,14,14,-1,12,12,FRG1
3,3,3,9,13,12,11,12,7,FRMD3
12,14,14,14,14,14,12,12,12,FRMD8
9,3,9,9,13,3,9,13,13,FRRS1
3,9,3,3,13,3,-1,13,13,FRS3
6,8,-1,-1,-1,-1,-1,-1,-1,FRY
3,8,8,8,12,12,-1,12,12,FRYL
12,12,3,3,3,6,9,6,6,FSCN1
9,-1,-1,9,9,9,-1,13,3,FSIP1
9,-1,-1,-1,-1,-1,-1,-1,-1,FSTL3
9,9,9,9,9,9,9,9,9,FSTL4
11,11,12,8,8,11,11,11,2,FTH1
11,11,14,14,14,7,2,11,11,FTH1P3
2,11,2,11,11,2,2,11,2,FTH1
2,11,2,11,2,2,2,11,2,FTL
2,11,2,11,2,2,2,11,2,FTL
3,-1,3,8,8,9,-1,9,9,FTO
3,-1,8,3,3,3,-1,3,13,MRM2
3,9,3,3,3,3,-1,3,3,FTSJ3
12,-1,12,8,12,12,-1,8,8,CMTR2
8,8,8,8,8,8,-1,3,3,CMTR1
12,3,12,14,12,12,-1,12,12,FUBP3
14,3,3,3,3,11,-1,11,2,FUCA1
12,9,3,3,13,12,9,12,12,FUCA2
3,-1,3,3,3,8,-1,8,8,FUK
3,8,9,9,9,3,9,13,13,FURIN
13,9,9,9,13,9,-1,9,9,FUS
9,9,9,9,13,9,-1,9,9,FUT11
8,9,-1,9,9,8,-1,8,8,FUT4
13,-1,8,3,3,8,-1,13,13,FUT8
9,9,9,-1,9,-1,9,-1,-1,FUZ
12,3,12,14,14,14,-1,14,12,KDSR
13,3,3,3,3,3,9,3,3,TIMM10B
8,8,12,14,12,12,-1,8,8,FXR1
8,8,8,8,12,8,-1,3,7,FXR1
13,8,3,3,3,3,12,3,3,FXR2
11,12,11,11,11,6,11,6,13,FXYD5
8,-1,-1,-1,-1,13,-1,9,15,FXYD6
15,8,-1,-1,-1,-1,-1,-1,-1,FYB
11,11,6,11,11,6,11,6,6,FYB
3,9,3,3,8,8,9,8,7,FYCO1
14,-1,14,11,11,12,11,6,3,FYN
12,-1,8,14,14,3,12,9,9,FYN
8,-1,3,8,12,13,14,-1,15,FYN
6,-1,3,8,12,13,-1,9,15,FYN
14,8,12,14,14,12,14,8,8,FYTTD1
3,3,3,3,3,3,14,3,3,FYTTD1
13,-1,-1,-1,-1,9,-1,9,15,FZD1
8,9,9,9,9,3,9,3,7,FZD1
8,-1,-1,-1,-1,-1,-1,-1,-1,FZD2
9,-1,-1,-1,-1,12,-1,12,12,FZD5
13,3,3,3,13,8,12,3,3,FZD7
9,9,9,9,9,9,9,3,3,FZD8
9,-1,9,9,9,-1,9,-1,-1,FZR1
6,14,-1,-1,-1,9,-1,-1,-1,G0S2
12,9,12,14,14,6,-1,8,6,G3BP1
13,-1,3,3,3,13,-1,13,13,G3BP1
14,12,14,14,15,15,11,14,14,G3BP2
8,8,8,8,12,12,12,8,12,G3BP2
