CD14,CD15,IL,CD4,CD8,CD19,PLA,RE,TR,V1
9,3,5,9,3,3,10,5,10,EIF3A
5,10,5,5,5,5,3,5,5,EIF3B
3,5,10,10,10,10,5,3,5,EIF3B
10,6,10,10,10,10,8,10,10,EIF3B
6,6,8,6,8,8,8,8,8,EIF3D
12,3,12,12,12,3,12,12,2,EIF3E
3,3,3,3,3,3,2,12,3,EIF3F
10,5,10,8,8,8,8,10,10,EIF3G
12,2,12,10,10,5,3,12,2,EIF3H
6,8,10,8,8,8,10,5,10,EIF3I
10,10,5,11,6,10,8,5,5,EIF3J
6,6,8,8,8,8,8,6,8,EIF3K
5,5,5,5,5,5,5,5,5,EIF3L
6,10,8,8,8,8,8,8,8,EIF3L
3,2,5,5,5,5,9,5,5,EIF3M
5,10,5,5,5,5,10,5,10,EIF3M
12,2,10,11,6,3,2,10,10,EIF4A2
12,5,10,6,8,9,6,5,5,EIF4A3
5,5,10,5,5,5,8,10,10,EIF4B
5,3,6,5,3,5,6,6,6,EIF4E
6,10,8,6,10,10,12,8,1,EIF4E1B
8,8,8,8,8,8,8,8,8,EIF4E2
5,10,5,5,5,5,5,5,5,EIF4E3
10,10,10,10,10,10,8,10,10,EIF4E3
10,6,5,10,10,10,8,10,5,EIF4EBP1
3,3,3,5,5,5,3,3,3,EIF4EBP2
5,3,5,5,5,10,5,5,5,EIF4ENIF1
3,3,12,12,12,3,12,12,3,EIF4G1
5,5,10,11,10,10,3,10,10,EIF4G1
5,6,10,11,10,10,10,10,10,EIF4G2
5,10,5,10,10,10,12,10,5,EIF4G2
12,2,12,12,12,3,6,12,2,EIF4G2
12,3,12,3,3,3,6,3,3,EIF4G3
12,3,5,12,12,3,10,10,11,EIF4H
5,10,5,5,5,5,10,5,5,EIF4H
10,10,10,10,10,10,8,10,10,EIF5
10,6,6,10,5,5,6,6,6,EIF5
6,6,6,6,6,10,8,6,6,EIF5A
6,6,6,6,6,10,8,11,6,EIF5A2
10,6,5,5,5,5,8,5,5,EIF5B
8,8,8,8,8,8,8,8,8,EIF6
8,8,8,6,8,8,8,8,8,CELA1
8,8,8,8,8,8,8,8,8,ELAC1
6,8,6,10,10,10,3,6,6,ELAC2
12,3,12,3,3,3,6,12,2,ELANE
2,2,9,2,2,2,12,3,9,ELF1
10,5,10,5,5,5,5,5,10,ELF2
5,8,5,5,5,5,8,5,10,ELF2
6,10,10,9,10,10,8,9,11,ELK3
5,3,10,10,10,10,3,10,10,ELK4
8,8,6,6,6,10,5,11,11,ELL
10,8,10,10,10,5,10,5,5,ELL2
3,10,3,3,3,3,3,3,3,ELMO1
12,2,3,5,5,3,12,3,3,ELMO1
10,3,10,10,10,10,3,5,10,ELMO1
8,8,8,8,8,8,8,8,8,ELMO2
10,10,3,3,3,5,10,5,5,ELMO2
6,10,6,6,6,8,8,11,11,ELMOD2
5,5,5,5,5,5,10,3,3,ELMOD3
8,8,8,8,8,8,5,8,8,ELOF1
8,8,8,8,8,8,8,8,8,ELOVL1
12,10,3,12,12,3,5,3,3,ELOVL3
3,8,3,3,3,3,8,3,5,ELOVL5
6,8,6,6,6,10,8,6,6,ELP2
10,10,10,10,10,10,8,10,10,DBIL5P
5,6,5,5,5,5,8,5,5,ELP3
6,6,8,6,6,8,8,8,8,ELP4
5,10,10,10,5,10,6,10,10,EMB
3,10,10,9,3,5,6,10,10,EMG1
5,6,10,10,10,5,10,10,10,EMILIN2
5,8,10,10,5,10,10,10,5,EML2
5,5,5,5,5,3,5,5,5,EML3
10,3,10,6,6,8,8,10,10,EML4
10,5,10,3,3,5,3,10,10,EMP1
12,3,5,5,5,5,3,5,5,EMP3
3,10,12,12,12,5,5,12,3,ADGRE1
3,10,3,5,5,5,5,3,3,ADGRE2
10,6,10,10,10,10,8,10,10,ADGRE3
6,8,8,10,10,8,10,8,1,EMX2
6,6,6,6,6,8,10,6,6,EMX2OS
3,5,9,12,12,3,5,9,11,ENC1
10,5,8,5,10,5,10,8,8,ENDOD1
12,2,1,5,5,5,3,6,1,ENDOG
12,2,9,3,3,3,9,9,11,ENG
12,2,9,12,12,3,10,10,10,ENHO
10,10,3,5,5,5,8,12,3,ENO1
10,5,5,9,5,5,5,5,5,ENO3
6,6,6,6,6,8,5,6,6,ENOPH1
10,8,6,11,10,10,8,6,6,ENOSF1
6,10,8,11,6,10,8,8,8,ENPP4
5,3,5,5,5,5,3,5,10,ENSA
5,5,10,10,10,10,8,10,11,ENSA
8,8,8,8,8,8,8,6,6,ENSA
3,3,5,12,12,3,3,10,10,ENTPD1
3,10,3,3,3,3,5,3,5,ENTPD3
10,10,10,10,10,10,8,11,11,ENTPD6
10,6,6,11,6,10,8,11,11,ENTPD7
12,3,3,12,12,3,3,3,3,ENY2
3,3,5,5,5,5,3,5,5,EP300
5,5,5,5,5,5,3,5,5,EP400
8,8,8,8,8,8,8,8,8,EPB41
6,5,10,11,6,10,5,11,11,EPB41
5,10,1,5,5,3,6,10,11,EPB41L2
6,6,1,11,6,10,10,8,1,EPB41L2
5,5,5,10,5,5,3,5,5,EPB41L3
10,6,6,5,5,5,8,11,11,EPB41L4A
3,2,12,8,8,10,3,12,2,EPB41L5
5,3,5,5,5,5,3,5,5,EPC1
3,3,1,5,5,10,3,6,8,EPDR1
8,8,8,8,8,8,8,8,8,EPHA10
12,10,3,3,3,3,2,3,3,EPHA8
6,6,6,11,6,10,5,6,6,EPHB2
3,8,3,5,3,3,10,3,3,EPHB4
6,8,8,11,6,8,8,8,6,EPHB6
10,5,10,10,10,5,10,10,10,EPHX1
3,3,1,3,3,3,3,6,8,EPM2A
10,6,10,11,6,10,8,11,10,EPM2AIP1
10,8,10,11,10,10,10,11,11,EPN1
3,8,3,3,3,3,2,3,5,EPOR
6,8,8,6,8,8,8,6,6,EPRS
8,10,6,6,6,10,8,8,8,EPS15
10,10,6,10,10,5,5,6,6,EPS15L1
12,3,3,3,12,3,10,3,3,EPS8
6,10,6,6,8,10,8,6,6,EPS8L3
3,5,3,3,3,3,3,3,3,EPSTI1
5,8,5,3,5,5,10,5,5,ERAL1
5,10,5,10,10,10,5,10,10,ERAP1
3,3,5,5,5,5,3,3,3,ERAP2
3,3,5,5,5,5,5,5,5,ERBIN
8,8,8,8,8,8,8,8,8,ERBIN
8,8,8,8,8,8,8,8,8,ERC1
8,8,8,6,6,8,8,8,8,ERCC1
8,3,8,10,10,8,5,8,8,ERCC1
6,6,6,6,8,8,8,11,11,ERCC1
5,8,6,5,5,10,2,6,6,ERCC2
12,6,9,12,12,3,2,5,10,ERCC3
12,2,8,9,5,3,2,8,1,ERCC8
12,2,1,3,3,3,3,6,6,ERCC8
2,2,12,5,5,5,9,5,10,EREG
6,8,6,6,6,10,12,6,6,ERF
10,8,6,6,6,10,10,6,6,ERGIC1
5,5,5,5,5,5,5,5,5,ERGIC2
5,5,1,6,6,5,3,6,1,ERGIC3
6,6,6,6,6,10,5,6,6,ERGIC3
3,5,1,11,10,3,3,6,6,ERH
9,5,10,9,10,5,8,5,10,ERI1
8,8,8,8,8,8,8,8,8,ERI2
3,5,3,3,3,5,12,3,3,ERI3
2,2,12,12,12,2,2,12,2,ERICH1
3,8,2,5,3,5,12,2,2,ERICH1
5,8,12,10,5,5,12,12,2,ERLIN1
8,8,8,6,6,8,5,6,6,ERLIN2
12,2,3,12,12,3,12,3,3,ERLIN2
12,3,9,10,5,3,5,10,10,ERLIN2
3,3,5,5,5,5,3,10,10,ERMAP
10,10,10,11,10,10,8,10,10,ERO1A
5,8,12,10,5,8,5,12,2,ERO1B
5,5,5,5,5,5,5,5,5,ERP27
8,10,8,6,8,8,12,8,8,ERP29
3,3,8,10,10,10,5,8,1,ERP29
8,8,8,8,8,8,8,8,8,ERP44
3,5,3,3,3,3,3,3,3,ERP44
5,5,3,10,10,5,6,3,3,ESCO1
3,5,12,5,5,3,6,12,2,ESD
3,5,6,10,10,5,8,6,6,ESD
8,8,10,8,8,8,8,11,11,ESM1
10,10,8,6,6,8,10,8,8,ESRRA
10,10,10,11,10,10,8,10,10,ESYT1
8,8,8,8,8,8,8,6,6,ETF1
12,9,1,11,6,3,3,6,6,ETF1
10,3,10,10,10,10,8,5,5,ETFA
10,8,10,10,10,10,8,10,10,ETFB
2,2,12,2,12,2,12,2,2,ETFB
10,5,6,11,6,10,10,10,11,ETFDH
10,5,3,11,6,10,8,3,3,ETHE1
10,10,10,10,10,10,2,10,10,ETNK1
12,3,3,12,12,3,5,3,3,ETNK1
6,6,8,8,8,8,8,8,8,ETNK1
10,6,10,11,6,10,8,10,10,ETNK1
3,3,10,10,10,10,3,10,10,ETS1
12,2,10,10,10,5,10,5,10,ETS1
3,5,10,6,6,5,8,10,5,ETS2
5,6,5,5,5,5,10,5,5,ETV2
10,10,10,8,8,10,8,11,11,ETV3
12,2,3,3,3,5,9,12,3,ETV6
10,10,10,10,10,10,8,11,10,EVI2A
10,10,8,11,6,8,8,8,8,EVI2B
5,5,5,5,5,5,5,5,5,EVI2B
8,6,8,8,8,8,8,8,8,EVI5
3,5,3,3,3,5,5,3,3,EVI5L
6,10,10,11,10,10,8,11,10,EVL
5,3,5,11,6,8,8,10,10,EWSR1
10,6,10,10,10,5,5,10,10,EWSR1
6,3,8,6,8,8,10,8,8,EWSR1
5,5,5,3,3,5,3,5,5,EXD2
6,6,8,11,6,8,8,8,8,EXOC1
3,3,5,3,3,3,10,5,5,EXOC1
10,10,10,11,6,10,8,11,11,EXOC2
5,6,5,5,5,10,5,5,5,EXOC4
6,8,10,11,6,8,8,11,10,EXOC4
12,5,12,12,12,3,10,12,2,EXOC5
3,8,10,10,10,10,8,10,10,EXOC6
10,6,6,11,6,8,8,11,11,EXOC7
3,10,5,3,3,3,3,3,5,EXOC8
8,8,8,8,8,8,8,8,8,ERI2
9,10,9,5,10,5,8,9,9,EXOSC1
9,10,9,5,5,5,8,9,9,EXOSC1
12,5,12,3,3,3,10,12,3,EXOSC10
2,2,2,2,2,2,2,2,2,EXOSC10
6,6,10,6,6,8,10,10,10,EXOSC10
12,2,12,12,12,3,9,12,2,EXOSC2
12,2,12,12,12,3,9,12,3,EXOSC3
6,6,6,6,6,10,10,11,11,EXOSC3
3,10,12,3,3,3,5,12,2,EXOSC4
10,5,8,6,8,8,8,8,8,EXOSC5
10,6,10,5,5,5,6,10,10,EXOSC6
3,5,5,12,12,3,5,5,5,EXOSC7
5,10,3,3,3,3,8,5,3,EXOSC8
5,5,6,10,10,5,8,11,11,EXOSC9
5,6,10,5,5,5,5,10,10,EXOSC9
2,6,2,2,2,2,12,2,2,EXT1
2,3,2,2,2,2,6,2,2,EXT2
2,3,2,2,2,2,6,2,2,EXT2
2,10,12,2,2,2,9,12,2,EXTL2
12,10,12,2,2,2,10,12,2,EXTL3
3,8,3,12,12,3,8,3,5,EYA3
12,10,12,2,2,2,10,12,2,EYS
12,8,5,2,2,2,5,3,5,EZH1
2,10,12,2,2,2,6,12,2,EZH2
2,3,2,2,2,2,6,2,2,EZR
2,5,2,2,2,2,6,2,2,F11R
2,5,2,2,2,2,6,2,2,F11R
2,5,2,2,2,2,6,2,2,F12
2,5,12,2,2,2,9,12,2,F13A1
10,8,6,5,5,5,5,6,6,F2R
6,6,6,10,10,10,6,6,6,F2RL1
6,8,8,6,6,8,10,8,8,F2RL1
5,10,10,10,10,10,8,10,10,F5
2,3,2,2,2,2,12,2,2,FAAH
2,3,2,2,2,2,12,2,2,FABP5
2,10,2,2,2,2,12,2,2,FABP5
2,3,2,2,2,2,6,2,2,FABP5
2,3,2,2,2,2,12,2,2,FADD
12,6,3,12,12,2,5,3,3,FADS1
6,8,8,11,10,10,8,8,6,FAF1
2,3,2,2,2,2,6,2,2,FAF1
12,6,3,12,12,2,10,5,5,FAF2
2,6,12,2,2,2,9,12,2,FAH
12,3,12,2,2,2,10,12,3,FAHD1
12,3,12,2,2,2,10,12,2,FAHD2A
8,8,8,11,6,8,8,6,6,FAHD2B
2,5,2,2,2,2,12,2,2,FAIM
2,5,12,2,2,2,10,12,2,FAIM
2,3,2,2,2,2,6,2,2,FCMR
2,6,12,2,2,2,6,12,2,UBALD1
2,2,2,2,2,2,2,2,2,UBALD2
2,6,2,2,2,2,9,2,2,FAM101B
2,3,2,2,2,2,6,2,2,FAM102A
2,5,2,2,2,2,12,2,2,FAM102B
12,6,3,12,12,2,3,3,5,FAM103A1
12,10,12,2,2,2,10,12,3,FAM103A1
12,2,2,2,2,2,2,2,2,FAM104A
2,5,2,2,2,2,10,2,2,FAM105A
2,5,12,2,2,2,9,12,2,OTULIN
12,6,3,12,2,2,10,3,5,FAM107B
2,3,2,2,2,2,6,2,2,ABHD17A
2,5,2,2,2,2,12,2,2,ABHD17A
2,2,2,2,2,2,2,2,2,ABHD17A
12,3,12,12,12,3,12,12,2,ABHD17B
3,6,3,5,3,5,10,3,3,ABHD17B
12,2,3,3,3,5,10,3,3,ABHD17B
10,6,6,11,6,10,8,11,11,ABHD17C
2,2,2,2,2,2,6,2,2,FAM109A
2,3,2,2,2,2,6,2,2,ST13P4
2,5,2,2,2,2,2,2,2,ST13P4
2,5,2,2,2,2,12,2,2,ST13
2,5,2,2,2,2,12,2,2,FAM110B
2,5,2,2,2,2,12,2,2,FAM111A
2,5,2,2,2,2,12,2,2,FAM111A
2,3,2,2,2,2,6,2,2,PCED1A
2,5,12,2,2,2,10,12,3,PCED1B
2,2,2,2,2,2,6,2,2,FAM114A2
2,6,2,2,2,2,9,2,2,TCAF1
2,3,2,2,2,2,6,2,2,DENND6A
10,6,10,10,10,10,5,10,10,DENND6B
2,5,12,2,2,2,10,12,2,FAM117B
2,5,2,2,2,2,6,2,2,FAM117B
2,3,2,2,2,2,6,2,2,FAM118A
2,3,2,2,2,2,10,12,2,FAM118B
12,10,12,2,2,2,3,12,2,METTL21A
2,5,2,2,2,2,12,2,2,METTL21A
12,5,12,2,2,2,9,12,2,METTL21A
2,5,12,2,2,2,3,12,2,METTL21A
2,3,2,2,2,2,6,2,2,METTL21B
2,3,2,2,2,2,2,2,2,FAM120A
2,3,2,2,2,2,6,2,2,FAM120AOS
2,2,2,2,2,2,2,2,2,FAM120B
12,10,3,12,12,2,5,3,3,FAM122A
12,10,12,12,12,3,12,12,2,FAM122A
2,5,2,2,2,2,12,2,2,FAM124B
12,10,12,2,2,2,5,12,3,MVB12A
5,8,10,3,3,5,3,11,10,MVB12B
2,2,2,2,2,2,6,2,2,FAM126A
2,2,2,2,2,2,2,2,2,FAM126B
2,5,2,2,2,2,9,2,2,MZT2A
2,3,2,2,2,2,6,2,2,FAM129A
2,5,2,2,2,2,12,2,2,FAM129B
2,3,2,2,2,2,6,2,2,FAM131A
12,6,12,2,2,2,3,12,2,FAM133B
2,5,2,2,2,2,12,2,2,FAM133B
2,5,2,2,2,2,12,2,2,FAM134A
3,3,3,5,5,5,3,3,3,FAM134A
5,8,6,11,6,8,8,11,11,FAM134B
5,10,10,5,5,5,8,10,10,FAM134B
8,8,8,8,8,8,8,8,8,FAM134B
2,10,2,2,2,2,9,2,2,FAM134C
2,3,12,2,2,2,10,12,2,FAM135A
2,3,12,2,2,2,9,12,2,FAM135A
3,5,3,3,3,3,3,3,3,FAM136A
5,3,8,11,6,8,3,6,8,FAM13A
5,10,12,11,10,10,3,12,2,FAM13A
11,2,2,2,2,2,2,2,2,FAM13B
10,6,6,11,10,10,8,11,11,FAM149B1
12,5,3,12,12,2,3,3,3,FAM151B
8,8,8,8,8,8,8,8,8,EMC9
5,5,5,5,5,5,5,5,5,FAM160A2
5,10,6,5,5,5,12,10,5,FAM160B1
10,6,5,10,10,10,8,10,10,FAM160B1
5,6,5,10,10,10,8,10,10,FAM160B2
6,6,6,6,6,10,12,6,6,FAM160B2
8,6,8,8,8,8,9,8,1,FAM162A
8,8,8,8,8,8,8,8,8,ZC2HC1A
3,3,10,11,10,10,5,10,10,ZC2HC1A
12,2,5,5,5,5,12,3,3,FAM168B
12,5,12,5,5,10,5,3,3,FAM173A
12,3,2,12,12,3,6,12,2,FAM173B
8,8,8,8,8,8,8,8,8,FAM174A
10,6,6,6,6,10,6,6,6,FAM175A
10,6,6,11,6,10,6,6,6,FAM175B
8,8,8,8,8,8,8,8,8,EVA1B
8,8,8,8,8,8,8,8,8,FAM177A1
5,10,9,12,12,3,9,9,6,FAM177A1
5,8,3,10,10,10,8,3,3,SLF2
3,6,3,12,12,3,5,3,3,FAM179B
8,8,8,8,8,8,8,8,8,FAM188A
12,3,3,10,10,10,3,3,3,FAM189B
5,5,5,5,5,5,5,5,5,FAM189B
5,3,5,5,5,5,6,5,5,CCSER2
2,6,2,2,2,3,9,2,2,FAM193A
2,6,2,2,2,3,9,2,2,FAM193B
12,2,5,3,3,10,9,5,10,MCRIP2
6,6,5,6,6,10,10,5,10,MCRIP1
2,2,1,2,2,3,9,9,6,FAM19A4
2,2,2,12,12,3,9,2,2,FAM20B
10,10,10,10,10,10,10,10,10,FAM20C
5,5,5,5,5,5,5,5,5,FAM21A
3,10,3,12,12,3,5,3,3,FAM21C
10,5,5,5,5,5,8,10,10,NUTM2A
8,8,8,8,8,8,8,8,8,FAM24B
10,5,10,10,10,10,8,10,10,FAM26F
6,6,6,10,10,10,3,11,6,FAM27E5
5,5,5,10,10,5,3,5,5,KIAA0125
10,10,10,10,10,10,10,11,11,FAM32A
5,10,5,5,5,5,8,5,5,FAM35A
5,5,10,5,5,10,8,5,10,COX20
5,10,5,5,5,5,8,5,5,PIEZO1
6,6,8,8,8,8,8,8,8,PIEZO2
6,6,8,10,10,10,8,8,8,WASH3P
10,10,5,5,5,5,3,10,10,WASH1
6,6,6,6,6,8,5,6,6,FAM3C
6,8,5,11,6,10,8,5,5,FAM3C
3,5,5,5,5,5,5,5,5,STRIP1
5,8,5,5,5,5,8,5,5,STRIP2
5,3,3,5,5,5,3,3,3,FAM43A
5,10,5,5,5,5,5,5,5,BOD1
8,8,6,8,8,8,8,8,8,FAM46A
5,3,5,10,10,10,3,5,5,FAM46C
12,5,3,10,10,3,3,11,10,SUPT20H
8,8,8,8,8,8,8,8,1,FAM49A
3,3,3,3,3,3,5,3,3,FAM49B
5,5,5,10,5,5,10,5,5,FAM49B
8,8,3,8,8,8,8,12,3,FAM50B
12,2,10,5,10,10,12,5,5,FAM53A
12,2,5,5,5,5,12,3,3,FAM53B
6,6,6,6,6,8,5,6,6,FAM53B
3,3,5,5,5,5,5,3,3,FAM53C
3,6,3,3,3,3,3,3,3,MTFR2
10,6,5,10,10,10,5,5,5,MTFR1L
3,3,3,3,3,3,6,3,3,NXPE3
12,3,12,12,12,3,5,12,2,BRINP2
9,8,8,11,10,5,2,8,8,FAM60A
12,3,3,3,3,3,5,3,3,FAM60A
6,3,8,8,8,8,8,8,1,ANXA9
10,3,6,6,6,8,12,6,6,FAM63B
10,3,8,8,8,8,10,8,8,FAM65A
5,10,10,10,10,10,3,10,10,FAM65B
8,8,6,6,8,8,8,6,8,FAM69A
3,5,5,5,5,5,3,5,5,TMEM255B
3,5,5,5,5,5,3,5,5,TMEM255B
3,5,3,3,3,5,3,3,3,FAM72B
5,8,5,5,5,5,8,10,10,FAM73A
8,8,8,8,8,8,8,8,8,FAM76A
3,6,12,3,3,3,5,3,3,FAM76B
12,5,12,12,12,3,5,12,3,FAM78A
12,3,12,12,12,3,10,12,2,RMDN3
3,10,3,3,3,3,3,3,3,FAM83F
12,10,12,12,12,3,10,12,2,EEF2KMT
10,5,10,11,10,10,8,10,11,EEF2KMT
6,10,10,11,6,10,5,10,10,EEF2KMT
10,10,10,10,10,5,8,10,10,FAM89A
6,8,3,3,3,2,5,3,3,FAM89A
10,5,10,10,10,10,3,10,10,FAM89A
12,2,1,12,12,2,9,8,1,FAM89B
8,8,8,8,8,8,8,8,8,FAM8A1
3,10,12,3,3,5,3,12,2,FAM91A1
5,10,10,10,10,10,10,10,5,FAM96A
8,3,5,9,10,5,5,11,11,FAM96A
3,3,8,8,8,8,3,8,8,FAM96B
3,2,9,12,12,5,6,9,6,FAM98A
8,6,8,8,8,8,12,6,6,FAM98C
10,10,10,11,6,10,5,11,10,FANCA
10,5,10,10,10,10,8,10,10,FANCD2
8,8,8,8,8,8,8,8,8,FANCE
10,5,6,10,10,10,3,8,8,FANCG
12,3,3,12,12,3,10,3,3,FANCL
5,10,3,10,10,5,8,3,3,FAR1
12,3,12,12,12,3,2,12,2,FAR2
12,5,12,12,12,3,6,12,3,FAR2
5,10,1,9,5,5,10,11,6,FARP2
2,2,2,2,2,2,6,2,2,FARS2
5,6,3,3,3,5,10,3,3,FARSA
12,2,3,10,5,5,9,3,3,FAS
6,8,8,8,8,8,8,6,6,FAS
10,10,10,5,5,5,10,10,10,FASN
3,3,5,3,3,5,3,5,5,FASTK
10,10,10,11,10,10,8,10,11,FASTK
5,5,5,5,5,5,12,5,5,FASTKD1
3,5,5,5,5,5,10,5,5,FASTKD2
12,3,3,5,5,5,12,3,3,FASTKD3
12,6,2,3,3,3,6,12,2,FASTKD3
10,5,5,6,6,10,8,5,5,FASTKD5
5,5,5,5,5,3,5,5,5,FAU
10,6,10,8,8,10,10,11,6,FBL
12,5,3,12,12,2,10,3,3,FBN2
8,8,6,8,6,5,8,11,6,FBP1
6,8,6,11,6,10,8,11,11,FBRS
3,5,3,3,3,5,12,3,3,FBRS
8,8,8,8,8,8,8,8,8,KDM2B
6,6,6,6,6,8,8,11,11,KDM2B
10,5,10,10,10,5,3,11,6,KDM2A
8,8,8,8,8,8,8,8,8,FBXL12
3,5,5,3,3,3,12,5,5,FBXL14
3,3,5,3,3,5,5,5,5,FBXL15
3,3,3,3,3,3,10,3,3,FBXL16
5,5,5,5,5,5,3,5,5,FBXL17
5,5,5,3,3,5,3,5,5,FBXL18
3,3,5,3,3,3,5,5,5,FBXL19
3,10,3,3,3,3,5,3,3,FBXL2
10,8,10,11,10,10,5,10,10,FBXL20
12,4,3,3,3,3,5,3,3,FBXL3
3,10,3,3,3,3,10,3,3,FBXL3
6,10,10,11,10,10,3,10,10,FBXL5
10,6,6,11,10,10,8,10,10,FBXL5
10,3,10,10,10,5,3,11,11,FBXL6
12,3,3,3,3,3,10,3,3,FBXO11
3,3,3,3,3,3,3,5,5,FBXO11
5,6,10,10,5,10,8,10,10,FBXO11
3,3,3,3,3,3,10,3,3,FBXO16
12,2,3,12,12,2,10,3,3,FBXO18
12,3,3,12,12,2,9,3,3,FBXO2
12,5,12,12,12,2,2,12,3,FBXO21
6,6,6,6,6,8,8,6,6,FBXO21
12,3,12,12,12,3,10,12,3,FBXO22
12,3,3,3,3,3,12,3,3,FBXO22
8,8,8,8,8,8,8,8,8,FBXO28
12,2,12,6,6,10,3,3,2,FBXO28
10,5,5,5,5,5,3,5,10,FBXO3
8,8,6,6,8,8,8,11,6,FBXO30
6,8,8,6,6,8,8,6,6,FBXO30
12,3,9,5,5,5,6,5,10,FBXO31
12,3,5,3,3,3,2,3,3,FBXO32
6,5,6,6,6,8,5,11,6,FBXO33
10,10,10,11,6,10,8,11,11,FBXO34
3,3,5,5,5,5,10,3,3,FBXO38
5,10,3,3,3,3,10,3,3,FBXO38
8,8,8,8,8,8,8,6,6,FBXO4
3,5,3,5,5,5,5,3,3,FBXO4
8,8,8,8,8,8,8,8,8,FBXO4
2,2,2,2,2,2,2,2,2,FBXO42
12,2,3,12,12,3,10,5,5,FBXO45
5,5,6,11,6,10,5,6,11,FBXO46
3,3,5,5,5,3,12,5,5,FBXO46
10,5,3,5,5,5,5,3,3,FBXO5
6,10,10,11,6,10,8,10,10,FBXO6
10,10,6,11,6,10,12,11,11,FBXO7
11,2,1,6,8,5,3,8,1,FBXO7
3,3,5,5,3,3,3,5,5,FBXO7
5,5,5,3,3,3,3,5,10,FBXO8
6,6,8,8,8,8,8,8,8,FBXW11
10,10,8,11,10,10,8,8,8,FBXW11
3,3,9,3,3,3,3,10,11,FBXW2
8,8,8,8,8,8,5,8,8,FBXW2
12,2,3,6,8,9,9,10,6,FBXW4
3,3,10,6,10,5,12,10,10,FBXW5
3,3,5,11,10,3,6,10,5,FBXW7
8,6,8,8,8,8,8,8,8,FBXW7
10,5,10,10,10,10,8,10,10,FBXW7
5,10,5,5,5,5,12,5,5,FBXW9
5,10,3,5,5,5,12,3,3,FCAR
10,6,10,10,10,10,8,10,10,FCAR
5,3,1,5,5,5,5,6,6,FCER1A
5,3,1,5,5,5,5,6,6,FCER1G
8,6,1,12,12,2,3,9,1,FCER2
6,8,8,8,10,8,8,6,8,FCF1
5,5,10,5,5,10,10,11,10,FCF1
3,5,10,5,5,5,10,10,10,FCGBP
8,8,8,8,8,8,8,6,6,FCGR1B
3,3,5,5,5,5,3,5,5,FCGR1CP
12,3,1,11,6,3,3,9,6,FCGR2B
3,3,1,10,5,5,3,11,11,FCGR2B
12,2,2,2,2,2,6,2,2,FCGR2B
12,2,3,10,10,5,9,12,3,FCGR3A
5,5,5,6,8,8,5,5,5,FCGR3A
8,8,8,8,8,8,8,8,8,FCGR3B
6,6,6,6,6,8,5,6,6,FCGR3B
5,5,5,5,3,10,3,3,2,FCGRT
8,8,8,8,8,8,8,8,8,FCHO1
8,8,8,11,6,8,5,6,8,FCHO2
8,8,5,6,8,8,8,5,10,FCHSD2
8,8,10,8,8,8,8,10,10,FCN1
5,10,5,10,5,10,8,5,5,FCRL2
5,5,5,5,5,5,3,5,5,FCRL3
12,3,2,12,12,2,12,2,2,FCRLA
12,5,12,12,12,3,10,12,2,FCRLB
6,2,6,8,8,8,12,8,8,FDFT1
10,6,6,6,6,8,8,6,6,FDFT1
8,8,6,8,8,8,5,6,8,FDPS
5,6,5,10,5,5,8,10,5,FDPSP2
8,8,8,8,8,8,8,8,8,FDX1
12,10,10,11,5,10,3,5,11,FDX1L
8,6,6,10,5,5,8,5,5,FDXACB1
12,2,1,12,12,3,2,9,1,FECH
6,8,5,6,6,10,5,10,10,FEM1A
10,6,10,10,10,10,10,11,11,FEM1B
10,6,10,11,10,10,8,11,10,FEM1C
3,10,3,3,3,5,3,5,5,FEN1
5,10,5,5,5,5,8,5,3,FEN1
10,6,5,6,6,8,8,10,10,FER
12,3,10,11,6,8,3,10,10,MYOF
10,6,10,10,10,10,8,10,10,MYOF
5,10,5,11,10,5,8,5,5,FER1L5
3,10,3,5,5,5,5,5,5,FERMT3
10,10,10,10,10,10,5,10,11,FERMT3
10,6,6,11,6,10,10,11,11,FES
9,3,5,9,5,3,10,5,10,FEZ1
10,6,10,10,10,10,10,10,10,FEZ2
6,8,10,6,6,10,10,10,10,FFAR2
3,5,5,5,5,5,3,5,10,FGD2
5,10,5,10,10,10,8,5,5,FGD3
5,6,5,5,5,3,6,5,5,FGD4
5,6,5,5,5,10,3,5,5,FGD6
3,3,12,3,10,9,2,12,2,FGF18
5,5,5,10,6,8,6,3,5,FGF23
5,8,8,6,6,8,8,8,8,FGFBP3
3,10,12,5,5,5,6,2,2,FGFR1OP2
5,8,10,6,6,8,5,5,5,FGFR3
3,2,3,12,12,2,2,12,3,FGFRL1
12,2,2,2,2,2,2,2,2,FGGY
6,6,6,6,8,8,8,6,6,FGL2
5,3,3,9,3,3,10,3,5,FGR
8,8,8,8,8,8,8,8,8,FGR
2,5,12,11,6,5,3,11,11,FGR
5,3,3,10,10,10,12,12,2,FH
3,3,2,3,12,5,12,12,2,FHIT
5,5,8,11,6,8,5,6,8,FHL2
3,6,1,10,5,10,8,6,6,FHL3
10,5,10,11,6,8,8,10,10,FHOD1
5,5,5,5,5,5,12,5,5,FIBCD1
6,10,10,11,6,10,8,10,10,FIBP
6,10,10,11,6,10,8,10,10,FIBP
6,6,6,6,8,8,8,6,6,FIG4
6,8,8,6,8,8,8,6,6,FIGNL1
3,3,6,5,5,3,3,6,6,FILIP1L
